GVIL_CODE,VILLAGE_NM,DIST_NAME,DISTRICT_CODE,PS_NAME,BLOCK_CODE,GP_NAME,GP_CODE
11370,1a,ganganagar,,ganganagar,,,
11371,2a,ganganagar,,ganganagar,,,
11372,4a,ganganagar,,ganganagar,,,
11373,sharkaj nahar khakho,ganganagar,,ganganagar,,,
11374,3a,ganganagar,99,ganganagar,809902,sahuwala (3 f),809902450
11375,1 b,ganganagar,99,ganganagar,809902,sahuwala (3 f),809902450
11376,2 b,ganganagar,99,ganganagar,809902,kotha (2 b),809902320
11377,7b,ganganagar,,ganganagar,,,
11378,sharkaj nahar kotha,ganganagar,99,ganganagar,809902,kotha (2 b),809902320
11379,4 b,ganganagar,99,ganganagar,809902,kotha (2 b),809902320
11380,5 b,ganganagar,99,ganganagar,809902,mohanpura (8 y),809902370
11381,6 b,ganganagar,99,ganganagar,809902,mohanpura (8 y),809902370
11382,8 b,ganganagar,99,ganganagar,809902,mohanpura (8 y),809902370
11383,3 b,ganganagar,99,ganganagar,809902,kotha (2 b),809902320
11384,sharkaj nahar pakki,ganganagar,99,ganganagar,809902,sadhuwali (1 d),809902420
11385,7c ii,ganganagar,99,ganganagar,809902,hindumalkot (7 b),809902250
11386,5 c,ganganagar,99,ganganagar,809902,hindumalkot (7 b),809902250
11387,7c i,ganganagar,99,ganganagar,809902,hindumalkot (7 b),809902250
11388,3 c,ganganagar,99,ganganagar,809902,mohanpura (8 y),809902370
11389,2 c,ganganagar,99,ganganagar,809902,mohanpura (8 y),809902370
11390,8c,ganganagar,99,ganganagar,809902,hindumalkot (7 b),809902250
11391,4 c,ganganagar,99,ganganagar,809902,hindumalkot (7 b),809902250
11392,1 c,ganganagar,,ganganagar,,3 c,
11393,6 c,ganganagar,99,ganganagar,809902,hindumalkot (7 b),809902250
11394,sharkaj nahar baliwala,ganganagar,,ganganagar,,3 c,
11395,4 d,ganganagar,,ganganagar,,3 c,
11396,7d,ganganagar,,ganganagar,,,
11397,5 d,ganganagar,,ganganagar,,,
11398,6 d,ganganagar,,ganganagar,,,
11399,1 d,ganganagar,,ganganagar,,3 c,
11400,sharkaj nahar orki,ganganagar,,ganganagar,,3 c,
11401,3 d,ganganagar,,ganganagar,,dullapur kere (5 d),
11402,2 d,ganganagar,99,ganganagar,809902,orki (4 c),809902390
11403,3 e i,ganganagar,,ganganagar,,dullapur kere (5 d),
11404,8d,ganganagar,,ganganagar,,dullapur kere (5 d),
11405,3 e ii,ganganagar,,ganganagar,,dullapur kere (5 d),
11406,1 e,ganganagar,99,ganganagar,809902,orki (4 c),809902390
11407,2h,ganganagar,,ganganagar,,madenra (7 d),
11408,4h,ganganagar,,ganganagar,,madenra (7 d),
11409,4 e,ganganagar,,ganganagar,,madenra (7 d),
11410,2 e,ganganagar,99,ganganagar,809902,shivpur (1 f),809902470
11411,5h,ganganagar,,ganganagar,,,
11412,1q,ganganagar,,ganganagar,,rohinawali (2 p),
11413,500 lnp,ganganagar,99,ganganagar,809902,orki (4 c),809902390
11414,1 f,ganganagar,,ganganagar,,madenra (7 d),
11415,2:00 PM,ganganagar,,ganganagar,,madenra (7 d),
11416,6h,ganganagar,,ganganagar,,,
11417,3 h,ganganagar,,ganganagar,,madenra (7 d),
11418,1 g,ganganagar,99,ganganagar,809902,shivpur (1 f),809902470
11419,7h,ganganagar,,ganganagar,,,
11420,2 f,ganganagar,99,ganganagar,809902,shivpur (1 f),809902470
11421,1 h,ganganagar,,ganganagar,,madenra (7 d),
11422,8h,ganganagar,,ganganagar,,,
11423,1 j,ganganagar,99,ganganagar,809902,shivpur (1 f),809902470
11424,9h,ganganagar,,ganganagar,,,
11425,3:00 PM,ganganagar,,ganganagar,,,
11426,1:00 PM,ganganagar,,ganganagar,,,
11427,2 j,ganganagar,,ganganagar,,govindpura (18 gg),
11428,3 f,ganganagar,,ganganagar,,3 h,
11429,3 q,ganganagar,,ganganagar,,,
11430,2 r,ganganagar,,ganganagar,,,
11431,1 r,ganganagar,,karanpur,,mohala,
11432,2 g,ganganagar,99,ganganagar,809902,shivpur (1 f),809902470
11433,2 q,ganganagar,,ganganagar,,,
11434,4 q,ganganagar,,ganganagar,,,
11435,10 h,ganganagar,,karanpur,,mohala,
11436,1 s,ganganagar,,karanpur,,maklana khurd,
11437,5:00 PM,ganganagar,,ganganagar,,,
11438,5 q,ganganagar,99,ganganagar,809902,daulatpura (3 q),809902220
11439,4 f,ganganagar,,ganganagar,,khawatal bana (2 f),
11441,4:00 PM,ganganagar,,ganganagar,,,
11440,10  q-a,ganganagar,,ganganagar,,,
11442,8 q,ganganagar,,ganganagar,,,
11443,4 j,ganganagar,,ganganagar,,khawatal bana (2 f),
11444,3 j,ganganagar,,ganganagar,,khawatal bana (2 f),
11445,3 s,ganganagar,,karanpur,,maklana khurd,
11446,3 g,ganganagar,,ganganagar,,khawatal bana (2 f),
11447,6 q,ganganagar,99,ganganagar,809902,daulatpura (3 q),809902220
11448,5 s-a,ganganagar,,karanpur,,maklana khurd,
11449,5 f,ganganagar,,ganganagar,,,
11450,7 q,ganganagar,99,ganganagar,809902,daulatpura (3 q),809902220
11451,5 s-b,ganganagar,,karanpur,,maklana khurd,
11452,amda raqba gumjal,ganganagar,99,ganganagar,809902,9 z,809902180
11453,6 f,ganganagar,,ganganagar,,,
11454,4 g,ganganagar,99,ganganagar,809902,kalia (3 g),809902280
11455,12 h,ganganagar,,karanpur,,mohala,
11456,11 h,ganganagar,,karanpur,,mohala,
11457,4 y,ganganagar,99,ganganagar,809902,kalia (3 g),809902280
11458,4 r,ganganagar,,karanpur,,mohala,
11459,3 r,ganganagar,,karanpur,,mohala,
11461,6 y,ganganagar,99,ganganagar,809902,kalia (3 g),809902280
11460,9 s-a,ganganagar,,karanpur,,maklana khurd,
11462,7 f,ganganagar,99,ganganagar,809902,daulatpura (3 q),809902220
11463,9 y,ganganagar,99,ganganagar,809902,kalia (3 g),809902280
11464,2 s,ganganagar,,karanpur,,maklana khurd,
11465,4 s,ganganagar,,karanpur,,maklana khurd,
11466,6 s,ganganagar,,karanpur,,maklana khurd,
11467,9 q,ganganagar,99,ganganagar,809902,daulatpura (3 q),809902220
11468,7 s,ganganagar,,karanpur,,maklana khurd,
11469,10  q,ganganagar,,karanpur,,mohala,
14244,8 f,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
11470,9 s-b,ganganagar,,karanpur,,noor,
11471,9 f,ganganagar,99,ganganagar,809902,daulatpura (3 q),809902220
11472,14 h,ganganagar,,karanpur,,mohala,
11473,2 y,ganganagar,99,ganganagar,809902,kalia (3 g),809902280
11474,11  q,ganganagar,99,ganganagar,809902,bakhtana (11 q),809902190
11475,8 s,ganganagar,,karanpur,,maklana khurd,
14245,1 d,ganganagar,,ganganagar,,3   y,
14246,11  y,ganganagar,99,ganganagar,809902,koni (5 p),809902310
11476,12  q,ganganagar,,karanpur,,mohala,
11477,10  f,ganganagar,99,ganganagar,809902,daulatpura (3 q),809902220
11478,13 h,ganganagar,,karanpur,,maklana khurd,
14247,7 y,ganganagar,,ganganagar,,3   y,
14248,8 y,ganganagar,,ganganagar,,3   y,
14249,5 y,ganganagar,99,ganganagar,809902,kalia (3 g),809902280
14250,10  y,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
11479,10 s,ganganagar,,karanpur,,noor,
14251,3 y,ganganagar,99,ganganagar,809902,kalia (3 g),809902280
11480,13 s-a,ganganagar,,karanpur,,noor,
14252,1 y,ganganagar,,ganganagar,,3   y,
11481,15 h,ganganagar,,karanpur,,maklana khurd,
11482,13  q,ganganagar,99,ganganagar,809902,bakhtana (11 q),809902190
11483,16/17 h,ganganagar,,karanpur,,maklana khurd,
14253,1 k,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
11484,2 v i,ganganagar,,karanpur,,maklana khurd,
14254,1 z,ganganagar,,ganganagar,,3   y,
11485,13 s-b,ganganagar,99,karanpur,809904,2 x,809904120
11486,12  f,ganganagar,99,ganganagar,809902,bakhtana (11 q),809902190
11487,14  q,ganganagar,99,ganganagar,809902,bakhtana (11 q),809902190
14255,2 d,ganganagar,99,ganganagar,809902,sadhuwali (1 d),809902420
14256,4 d,ganganagar,99,ganganagar,809902,sadhuwali (1 d),809902420
14257,3 d,ganganagar,99,ganganagar,809902,sadhuwali (1 d),809902420
11488,11 s,ganganagar,,karanpur,,noor,
11489,2 v ii,ganganagar,,karanpur,,noor,
14258,2 z,ganganagar,99,ganganagar,809902,sadhuwali (1 d),809902420
14259,2 b,ganganagar,,ganganagar,,3   y,
14260,2 k,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
14261,1 lnp,ganganagar,99,ganganagar,809902,sadhuwali (1 d),809902420
14262,9 bgs,ganganagar,,sadulshahar,,baghsar,
14263,10 bgs,ganganagar,99,sadulshahar,809907,chakmaharajka,809907090
14264,7 bgs,ganganagar,,sadulshahar,,baghsar,
11490,2 u,ganganagar,99,karanpur,809904,malkana kalan,809904330
14265,5 bgs(daliyawali),ganganagar,,sadulshahar,,baghsar,
14266,4 b,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
14267,4 bgs,ganganagar,,sadulshahar,,baghsar,
14268,2 bgs,ganganagar,99,sadulshahar,809907,hakamabad,809907160
11492,1 t,ganganagar,99,ganganagar,809902,bakhtana (11 q),809902190
14269,1 bgs,ganganagar,99,sadulshahar,809907,hakamabad,809907160
11491,12 s,ganganagar,,karanpur,,noor,
14271,4 z,ganganagar,,ganganagar,,3   y,
14270,33 ksd,ganganagar,99,sadulshahar,809907,hakamabad,809907160
14272,32 ksd,ganganagar,99,sadulshahar,809907,hakamabad,809907160
11493,18 h,ganganagar,,karanpur,,keekarwali,
11494,13  f,ganganagar,99,ganganagar,809902,bakhtana (11 q),809902190
14273,30 ksd (chamarkhera),ganganagar,99,sadulshahar,809907,hakamabad,809907160
11496,11  f,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
11495,1 x,ganganagar,,karanpur,,noor,
14275,3 z,ganganagar,,ganganagar,,4   z,
14274,25 ksd-b(patli),ganganagar,99,sadulshahar,809907,hakamabad,809907160
11497,14 s,ganganagar,99,karanpur,809904,2 x,809904120
14276,25 ksd-a,ganganagar,99,sadulshahar,809907,hakamabad,809907160
14277,3 lnp,ganganagar,99,ganganagar,809902,sadhuwali (1 d),809902420
14279,11 bgs,ganganagar,,sadulshahar,,baghsar,
14278,23 ksd,ganganagar,,sadulshahar,,gadarkhera,
11498,kesrisinghpur (m),ganganagar,,karanpur,,keekarwali,
11499,2 t,ganganagar,99,ganganagar,809902,bakhtana (11 q),809902190
11500,1 v ii,ganganagar,,karanpur,,keekarwali,
14280,2 lnp,ganganagar,99,sadulshahar,809907,chakmaharajka,809907090
11501,3 v,ganganagar,,karanpur,,noor,
14282,5 z,ganganagar,,ganganagar,,4   z,
14281,19 ksd,ganganagar,,sadulshahar,,gadarkhera,
14283,5 b,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
11502,16  f,ganganagar,99,ganganagar,809902,bakhtana (11 q),809902190
14284,3 b,ganganagar,99,ganganagar,809902,mohanpura (8 y),809902370
14285,18 ksd,ganganagar,,sadulshahar,,alipura,
14286,24 ksd,ganganagar,,sadulshahar,,gadarkhera,
14287,22 ksd (gadarkhera),ganganagar,,sadulshahar,,gadarkhera,
14288,26 ksd,ganganagar,99,sadulshahar,809907,hakamabad,809907160
14289,17 ksd,ganganagar,99,sadulshahar,809907,nurpura,809907260
14294,1 b,ganganagar,99,ganganagar,809902,mohanpura (8 y),809902370
14290,21 ksd,ganganagar,99,sadulshahar,809907,hakamabad,809907160
14293,27 ksd,ganganagar,99,sadulshahar,809907,hakamabad,809907160
14292,20 ksd,ganganagar,,sadulshahar,,gadarkhera,
14291,16 ksd (alipura),ganganagar,99,sadulshahar,809907,nurpura,809907260
11503,3 x,ganganagar,,karanpur,,noor,
14295,28 ksd,ganganagar,99,sadulshahar,809907,hakamabad,809907160
11504,4 v,ganganagar,,karanpur,,noor,
11505,6 v,ganganagar,,karanpur,,noor,
11506,15 s,ganganagar,,karanpur,,14 s (maghiwala),
14296,11 ksd,ganganagar,99,sadulshahar,809907,nurpura,809907260
11507,1 v i,ganganagar,,karanpur,,keekarwali,
11508,14  af,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
11509,11  af,ganganagar,99,ganganagar,809902,bakhtana (11 q),809902190
11510,4 t,ganganagar,99,ganganagar,809902,bakhtana (11 q),809902190
14297,10 ksd,hanumangarh,,hanumangarh,,rasuwala,
14299,29 ksd,ganganagar,99,sadulshahar,809907,hakamabad,809907160
14298,14 ksd,ganganagar,99,sadulshahar,809907,nurpura,809907260
11511,14  f,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
13142,8 ksd,hanumangarh,,hanumangarh,,malarampura,
11513,5 k,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
11512,3 t,ganganagar,99,karanpur,809904,malkana kalan,809904330
14301,ganganagar (m cl+og),ganganagar,,ganganagar,,4   z,
14302,3 k,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
14300,1 sds,ganganagar,99,sadulshahar,809907,hakamabad,809907160
11514,2 x,ganganagar,99,karanpur,809904,2 x,809904120
11515,7 v,ganganagar,,karanpur,,noor,
13143,6 ksd(malarampura),hanumangarh,,hanumangarh,,malarampura,
14303,13 ksd,ganganagar,99,sadulshahar,809907,nurpura,809907260
14304,1 ml,ganganagar,99,ganganagar,809902,sadhuwali (1 d),809902420
11517,4 k,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
13144,4 ksd (dholnagar),hanumangarh,,hanumangarh,,malarampura,
11516,17 s,ganganagar,99,karanpur,809904,2 x,809904120
14305,31 ksd,ganganagar,99,sadulshahar,809907,hakamabad,809907160
14307,1 bnw (hakmabad),ganganagar,99,sadulshahar,809907,hakamabad,809907160
14306,15 ksd (dhingtania),ganganagar,99,sadulshahar,809907,nurpura,809907260
11518,8 v,ganganagar,,karanpur,,noor,
14308,3 bgs,ganganagar,,sadulshahar,,baghsar,
13145,2 ksd,hanumangarh,,hanumangarh,,bhankharawali,
11519,17  f,ganganagar,99,ganganagar,809902,bakhtana (11 q),809902190
13146,1 ksd,hanumangarh,,hanumangarh,,bhankharawali,
14309,2 c,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
14310,1 e,ganganagar,,ganganagar,,4   z,
13147,5 hrp,hanumangarh,,hanumangarh,,bhankharawali,
11520,20 h,ganganagar,99,karanpur,809904,8 v,809904300
14311,6 bgs,ganganagar,,sadulshahar,,baghsar,
14312,11  z,ganganagar,99,ganganagar,809902,9 z,809902180
14313,9 z,ganganagar,99,ganganagar,809902,9 z,809902180
11521,15  f i,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
14314,12 bgs,ganganagar,99,sadulshahar,809907,chakmaharajka,809907090
14315,6 z,ganganagar,,ganganagar,,4   z,
11522,5 u (rural),ganganagar,99,karanpur,809904,malkana kalan,809904330
13148,4 hrp,hanumangarh,,hanumangarh,,bhankharawali,
13149,3 hrp,hanumangarh,,hanumangarh,,haripura,
14316,34 ksd (budharwala),ganganagar,99,sadulshahar,809907,hakamabad,809907160
13150,2 hrp,hanumangarh,,hanumangarh,,haripura,
14318,3 c,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
14320,7 z,ganganagar,,ganganagar,,4   z,
14317,1 krw,ganganagar,99,sadulshahar,809907,nurpura,809907260
11523,16 s,ganganagar,,karanpur,,14 s (maghiwala),
11525,1 w,ganganagar,99,karanpur,809904,malkana kalan,809904330
11524,4 x,ganganagar,99,karanpur,809904,2 x,809904120
14319,9 idg,ganganagar,99,sadulshahar,809907,nurpura,809907260
14321,8 krw,ganganagar,,sadulshahar,,gadarkhera,
14323,5 lnp,ganganagar,99,sadulshahar,809907,chakmaharajka,809907090
14322,2 bnw,ganganagar,99,sadulshahar,809907,hakamabad,809907160
11526,1 l,ganganagar,,ganganagar,,maheeli rathan (15 f),
14325,4 bnw (banwala),ganganagar,99,sadulshahar,809907,hakamabad,809907160
14324,2 krw(nurpura),ganganagar,99,sadulshahar,809907,nurpura,809907260
11527,21 h,ganganagar,99,karanpur,809904,8 v,809904300
11528,24 h-a,ganganagar,99,karanpur,809904,8 v,809904300
11529,4 u(rural),ganganagar,99,karanpur,809904,malkana kalan,809904330
11530,3 u (rural),ganganagar,99,karanpur,809904,malkana kalan,809904330
11531,,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
14326,5 krw,ganganagar,99,sadulshahar,809907,nurpura,809907260
14327,8 bgs (chak dulrasar),ganganagar,99,sadulshahar,809907,chakmaharajka,809907090
13151,9 ksd,hanumangarh,,hanumangarh,,rasuwala,
11533,4 c,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
11532,24 h-b,ganganagar,99,karanpur,809904,2 x,809904120
11534,19 h,ganganagar,99,karanpur,809904,malkana kalan,809904330
14328,6 z-a,ganganagar,,ganganagar,,,
14329,2 e(rural),ganganagar,,ganganagar,,,
11535,15  f ii,ganganagar,,ganganagar,,maheeli rathan (15 f),
14330,8 z,ganganagar,99,ganganagar,809902,9 z,809902180
14331,15  ml,ganganagar,99,sadulshahar,809907,chakmaharajka,809907090
14333,6 lnp,ganganagar,99,sadulshahar,809907,chakmaharajka,809907090
14332,12 ksd,hanumangarh,,hanumangarh,,rasuwala,
11536,19 f,ganganagar,99,karanpur,809904,malkana kalan,809904330
11537,5 c,ganganagar,99,ganganagar,809902,mirjewala (12 f),809902360
11538,2 l,ganganagar,,ganganagar,,maheeli rathan (15 f),
14334,9 krw (karadwala),ganganagar,,sadulshahar,,karadwala,
11540,3 l,ganganagar,,ganganagar,,maheeli rathan (15 f),
13152,7 ksd,hanumangarh,,hanumangarh,,malarampura,
11541,18  f,ganganagar,,ganganagar,,maheeli rathan (15 f),
11539,28 h,ganganagar,99,karanpur,809904,2 x,809904120
14335,4 lnp,ganganagar,99,sadulshahar,809907,chakmaharajka,809907090
14337,3 e(rural),ganganagar,,ganganagar,,,
14336,2 sds,ganganagar,99,sadulshahar,809907,hakamabad,809907160
11542,26 h,ganganagar,99,karanpur,809904,2 x,809904120
14338,1:00 AM,ganganagar,,ganganagar,,,
11543,33 h,ganganagar,99,karanpur,809904,2 x,809904120
14340,6 e(rural),ganganagar,,ganganagar,,,
14341,1 c,ganganagar,99,ganganagar,809902,9 z,809902180
14339,3 sds,ganganagar,99,sadulshahar,809907,hakamabad,809907160
11544,1 m,ganganagar,,ganganagar,,maheeli rathan (15 f),
14343,3:00 AM,ganganagar,99,ganganagar,809902,10 z,809902010
14344,13  z,ganganagar,99,ganganagar,809902,9 z,809902180
14342,4 sds,ganganagar,99,sadulshahar,809907,hakamabad,809907160
11545,21 f,ganganagar,,karanpur,,phusewala,
14345,5 sds,ganganagar,99,sadulshahar,809907,hakamabad,809907160
14347,8 lnp,ganganagar,99,sadulshahar,809907,chakmaharajka,809907090
14346,6  idg,hanumangarh,,hanumangarh,,rasuwala,
13153,2 stp (haripura),hanumangarh,,hanumangarh,,bhankharawali,
13154,1 hrp,hanumangarh,,hanumangarh,,haripura,
13155,3 stp,hanumangarh,,hanumangarh,,bhankharawali,
14348,4 e,ganganagar,,ganganagar,,,
13156,3 idg,hanumangarh,,hanumangarh,,rasuwala,
14349,10  z,ganganagar,99,ganganagar,809902,9 z,809902180
11546,34 h,ganganagar,,karanpur,,14 s (maghiwala),
14350,sadulshahar (m),ganganagar,99,sadulshahar,809907,hakamabad,809907160
11547,23 h,ganganagar,99,karanpur,809904,8 v,809904300
14351,3 krw,ganganagar,99,sadulshahar,809907,nurpura,809907260
11548,29 h,ganganagar,99,karanpur,809904,2 x,809904120
11549,3 w,ganganagar,99,karanpur,809904,2 w (gurusar),809904110
11550,2 w,ganganagar,99,karanpur,809904,8 v,809904300
11551,22 h,ganganagar,99,karanpur,809904,8 v,809904300
11552,25 h,ganganagar,99,karanpur,809904,25 h (dalpatsinghpur),809904140
11553,21  z,ganganagar,,ganganagar,,maheeli rathan (15 f),
14352,11 bnw,ganganagar,99,sadulshahar,809907,banwali,809907070
14353,6 bnw,ganganagar,99,sadulshahar,809907,budharwali,809907080
14354,7 lnp,ganganagar,99,sadulshahar,809907,chakmaharajka,809907090
13157,4 stp (bhankharawali),hanumangarh,,hanumangarh,,bhankharawali,
14355,13 bnw (dulrasar),ganganagar,99,sadulshahar,809907,banwali,809907070
11554,36 h,ganganagar,,karanpur,,14 s (maghiwala),
14356,6 krw (dhanikhinchran),ganganagar,99,sadulshahar,809907,nurpura,809907260
14357,16ml,ganganagar,99,ganganagar,809902,kundalwali (6 lnp),809902330
14358,16  z,ganganagar,,ganganagar,,3 c,
13158,1 stp,hanumangarh,,hanumangarh,,haripura,
11555,23  z,ganganagar,,ganganagar,,maheeli rathan (15 f),
14359,12  z,ganganagar,99,ganganagar,809902,10 z,809902010
11557,20 f,ganganagar,99,karanpur,809904,malkana kalan,809904330
11556,27 h-a,ganganagar,99,karanpur,809904,25 h (dalpatsinghpur),809904140
11558,24  z,ganganagar,,ganganagar,,maheeli rathan (15 f),
14360,7 idg(rasuwala),hanumangarh,,hanumangarh,,rasuwala,
14361,7 krw,ganganagar,99,sadulshahar,809907,nurpura,809907260
14362,3 bnw,ganganagar,99,sadulshahar,809907,budharwali,809907080
14363,5 bnw (fatehsinghpura),ganganagar,99,sadulshahar,809907,budharwali,809907080
11559,18  z,ganganagar,,ganganagar,,3 c,
14365,7 bnw,ganganagar,99,sadulshahar,809907,budharwali,809907080
14364,12 ptp,ganganagar,99,sadulshahar,809907,nurpura,809907260
14366,10 krw,ganganagar,99,sadulshahar,809907,hakamabad,809907160
13160,2 idg,hanumangarh,,hanumangarh,,malarampura,
13159,1 idg,hanumangarh,,hanumangarh,,malarampura,
13161,5 ksd,hanumangarh,,hanumangarh,,malarampura,
11560,27 h,ganganagar,99,karanpur,809904,2 x,809904120
14367,5e (rural),ganganagar,,ganganagar,,2 ml,
14368,13 sds,ganganagar,99,sadulshahar,809907,budharwali,809907080
13162,4 idg,hanumangarh,,hanumangarh,,malarampura,
11561,4 w,ganganagar,99,karanpur,809904,2 w (gurusar),809904110
11562,2 m,ganganagar,,ganganagar,,maheeli rathan (15 f),
14369,10  lnp,ganganagar,99,ganganagar,809902,kundalwali (6 lnp),809902330
11563,23 f,ganganagar,,karanpur,,phusewala,
13163,5 idg,hanumangarh,,hanumangarh,,rasuwala,
14370,11 krw,ganganagar,,sadulshahar,,karadwala,
14371,12 sds,ganganagar,99,sadulshahar,809907,budharwali,809907080
14372,2ml,ganganagar,,ganganagar,,2 ml,
14373,4:00 AM,ganganagar,99,ganganagar,809902,4 ml,809902130
11564,3 m,ganganagar,,ganganagar,,maheeli rathan (15 f),
14374,8 bnw,ganganagar,99,sadulshahar,809907,budharwali,809907080
14375,5:00 AM,ganganagar,99,ganganagar,809902,10 z,809902010
14376,9 lnp,ganganagar,99,ganganagar,809902,kundalwali (6 lnp),809902330
13164,3 ksd,hanumangarh,,hanumangarh,,bhankharawali,
11565,6 w,ganganagar,99,karanpur,809904,2 w (gurusar),809904110
14377,8 idg,hanumangarh,,hanumangarh,,rasuwala,
14379,14  z,ganganagar,99,ganganagar,809902,10 z,809902010
14380,6 sds,ganganagar,,sadulshahar,,karadwala,
14378,4 krw (amargarh),ganganagar,,sadulshahar,,karadwala,
11568,22 f,ganganagar,99,karanpur,809904,2 w (gurusar),809904110
11567,7 w,ganganagar,99,karanpur,809904,2 w (gurusar),809904110
11566,32 h-a,ganganagar,,karanpur,,14 s (maghiwala),
11569,19  z,ganganagar,99,ganganagar,809902,18 z,809902030
14381,6:00 AM,ganganagar,99,ganganagar,809902,10 z,809902010
11570,30 h,ganganagar,99,karanpur,809904,25 h (dalpatsinghpur),809904140
11571,31 h,ganganagar,,karanpur,,14 s (maghiwala),
11572,32 h,ganganagar,,karanpur,,14 s (maghiwala),
14383,11lnp,ganganagar,99,ganganagar,809902,kundalwali (6 lnp),809902330
14382,8sds(takhat hazarabawariyan),ganganagar,,sadulshahar,,takhathazara bawarithan,
11574,5 w,ganganagar,99,karanpur,809904,2 w (gurusar),809904110
14385,15 bnw (simangawala),ganganagar,99,ganganagar,809902,kundalwali (6 lnp),809902330
11573,35 h,ganganagar,,karanpur,,14 s (maghiwala),
11575,24 f,ganganagar,99,karanpur,809904,2 w (gurusar),809904110
14384,7sds-a(takhat hazarakumharan),ganganagar,,sadulshahar,,karadwala,
14386,14 krw,ganganagar,,sadulshahar,,karadwala,
14387,7e (rural),ganganagar,,ganganagar,,2 ml,
11576,9 w,ganganagar,99,karanpur,809904,25 h (dalpatsinghpur),809904140
14388,15  z,ganganagar,99,ganganagar,809902,10 z,809902010
11577,37 h,ganganagar,,karanpur,,36 h (naggi),
14389,9 bnw,ganganagar,99,sadulshahar,809907,banwali,809907070
11578,38 h,ganganagar,,karanpur,,36 h (naggi),
14390,14 sds,ganganagar,99,sadulshahar,809907,budharwali,809907080
14391,7 ptp,hanumangarh,,hanumangarh,,rasuwala,
13165,3 dng,hanumangarh,,hanumangarh,,bhankharawali,
13166,3 bgp,hanumangarh,,hanumangarh,,haripura,
11579,10 w,ganganagar,99,karanpur,809904,2 w (gurusar),809904110
13167,2 dng,hanumangarh,,hanumangarh,,haripura,
14392,10 bnw,ganganagar,99,sadulshahar,809907,banwali,809907070
13168,1 dng,hanumangarh,,hanumangarh,,haripura,
13169,2 amp,hanumangarh,,hanumangarh,,bhankharawali,
14393,12 bnw,ganganagar,99,sadulshahar,809907,banwali,809907070
14394,19 ptp,ganganagar,,sadulshahar,,karadwala,
11580,27 f,ganganagar,,karanpur,,phusewala,
11582,25  z,ganganagar,,ganganagar,,sahib singh wala,
13170,1 amp-a,hanumangarh,,hanumangarh,,bhankharawali,
11581,8 w,ganganagar,99,karanpur,809904,25 h (dalpatsinghpur),809904140
13171,1 ptp(santpura),hanumangarh,,hanumangarh,,bhankharawali,
14395,11 ptp(kishanpura utrada),hanumangarh,,hanumangarh,,rasuwala,
13172,3 ptp,hanumangarh,,hanumangarh,,nukera,
14396,9 ptp,hanumangarh,,hanumangarh,,rasuwala,
11583,5 m,ganganagar,,karanpur,,phusewala,
13173,5 ptp,hanumangarh,,hanumangarh,,nukera,
11584,22  z,ganganagar,,ganganagar,,sahib singh wala,
14397,12lnp,ganganagar,99,ganganagar,809902,kundalwali (6 lnp),809902330
11585,25 f,ganganagar,,karanpur,,phusewala,
14398,14 bnw (dharamsinghwala),ganganagar,99,sadulshahar,809907,banwali,809907070
13174,4 dng,hanumangarh,,hanumangarh,,haripura,
11587,20  z,ganganagar,99,ganganagar,809902,18 z,809902030
11586,39 h,ganganagar,,karanpur,,36 h (naggi),
14399,15 krw,ganganagar,,sadulshahar,,takhathazara bawarithan,
14400,7 a ii,ganganagar,,ganganagar,,,
11588,1 n,ganganagar,99,karanpur,809904,2 w (gurusar),809904110
14401,3ml,ganganagar,,ganganagar,,2 ml,
11590,6 m,ganganagar,,karanpur,,phusewala,
11589,40 h-a,ganganagar,,karanpur,,36 h (naggi),
11591,8 o,ganganagar,99,karanpur,809904,25 h (dalpatsinghpur),809904140
14403,16 sds,ganganagar,99,sadulshahar,809907,budharwali,809907080
14402,18 ptp,ganganagar,,sadulshahar,,karadwala,
11592,26 f,ganganagar,,karanpur,,kameenpura,
14404,9 sds (chak sohanewala),ganganagar,,sadulshahar,,takhathazara bawarithan,
14407,1 f,ganganagar,99,ganganagar,809902,4 ml,809902130
11593,17  z,ganganagar,99,ganganagar,809902,10 z,809902010
14406,7 sds-b,ganganagar,,sadulshahar,,takhathazara bawarithan,
14405,13 krw,ganganagar,,sadulshahar,,karadwala,
14408,3 f,ganganagar,99,ganganagar,809902,4 ml,809902130
